           _                 _    
  __ _  __| |_ __ __ _ _ __ | |_  
 / _` |/ _` | '__/ _` | '_ \| __| 
| (_| | (_| | | | (_| | | | | |_  
 \__, |\__,_|_|  \__,_|_| |_|\__| 
    |_|                           

Version: 1.17.1, build: eabee371
Access web UI at http://localhost:6333/dashboard

2026-05-25T07:33:02.080433Z  INFO actix_web::middleware::logger: 127.0.0.1 "POST /collections/local_life_hybrid_chunks/points/query HTTP/1.1" 200 64 "-" "python-client/1.17.1 python/3.11.9" 0.022555
2026-05-25T07:33:02.092864Z  INFO actix_web::middleware::logger: 127.0.0.1 "POST /collections/local_life_hybrid_chunks/points/scroll HTTP/1.1" 200 88 "-" "python-client/1.17.1 python/3.11.9" 0.006047
2026-05-25T07:33:02.144757Z  INFO actix_web::middleware::logger: 127.0.0.1 "POST /collections/local_life_hybrid_chunks/points/query HTTP/1.1" 200 64 "-" "python-client/1.17.1 python/3.11.9" 0.008100
2026-05-25T07:33:02.174676Z  INFO actix_web::middleware::logger: 127.0.0.1 "POST /collections/local_life_hybrid_chunks/points/scroll HTTP/1.1" 200 82 "-" "python-client/1.17.1 python/3.11.9" 0.006069
2026-05-25T07:33:02.230772Z  INFO actix_web::middleware::logger: 127.0.0.1 "POST /collections/local_life_hybrid_chunks/points/query HTTP/1.1" 200 64 "-" "python-client/1.17.1 python/3.11.9" 0.007577
2026-05-25T07:33:02.260865Z  INFO actix_web::middleware::logger: 127.0.0.1 "POST /collections/local_life_hybrid_chunks/points/scroll HTTP/1.1" 200 83 "-" "python-client/1.17.1 python/3.11.9" 0.006122
2026-05-25T07:33:02.338556Z  INFO actix_web::middleware::logger: 127.0.0.1 "POST /collections/local_life_hybrid_chunks/points/query HTTP/1.1" 200 64 "-" "python-client/1.17.1 python/3.11.9" 0.007036
2026-05-25T07:33:02.365109Z  INFO actix_web::middleware::logger: 127.0.0.1 "POST /collections/local_life_hybrid_chunks/points/query HTTP/1.1" 200 64 "-" "python-client/1.17.1 python/3.11.9" 0.006857
2026-05-25T07:33:02.393622Z  INFO actix_web::middleware::logger: 127.0.0.1 "POST /collections/local_life_hybrid_chunks/points/scroll HTTP/1.1" 200 82 "-" "python-client/1.17.1 python/3.11.9" 0.005551
2026-05-25T07:33:02.434350Z  INFO actix_web::middleware::logger: 127.0.0.1 "POST /collections/local_life_hybrid_chunks/points/query HTTP/1.1" 200 64 "-" "python-client/1.17.1 python/3.11.9" 0.004445
2026-05-25T07:33:02.445765Z  INFO actix_web::middleware::logger: 127.0.0.1 "POST /collections/local_life_hybrid_chunks/points/scroll HTTP/1.1" 200 88 "-" "python-client/1.17.1 python/3.11.9" 0.004157
2026-05-25T07:33:10.809774Z  INFO actix_web::middleware::logger: 127.0.0.1 "POST /collections/local_life_hybrid_chunks/points/query HTTP/1.1" 200 64 "-" "python-client/1.17.1 python/3.11.9" 0.057447
2026-05-25T07:33:10.829902Z  INFO actix_web::middleware::logger: 127.0.0.1 "POST /collections/local_life_hybrid_chunks/points/query HTTP/1.1" 200 64 "-" "python-client/1.17.1 python/3.11.9" 0.005898
2026-05-25T07:33:10.860366Z  INFO actix_web::middleware::logger: 127.0.0.1 "POST /collections/local_life_hybrid_chunks/points/scroll HTTP/1.1" 200 83 "-" "python-client/1.17.1 python/3.11.9" 0.005136
2026-05-25T07:33:14.612608Z  INFO actix_web::middleware::logger: 127.0.0.1 "POST /collections/local_life_hybrid_chunks/points/query HTTP/1.1" 200 64 "-" "python-client/1.17.1 python/3.11.9" 0.022372
2026-05-25T07:33:14.664965Z  INFO actix_web::middleware::logger: 127.0.0.1 "POST /collections/local_life_hybrid_chunks/points/scroll HTTP/1.1" 200 88 "-" "python-client/1.17.1 python/3.11.9" 0.005384
2026-05-25T07:33:37.617061Z  INFO actix_web::middleware::logger: 127.0.0.1 "POST /collections/local_life_hybrid_chunks/points/query HTTP/1.1" 200 64 "-" "python-client/1.17.1 python/3.11.9" 0.008665
2026-05-25T07:33:37.678019Z  INFO actix_web::middleware::logger: 127.0.0.1 "POST /collections/local_life_hybrid_chunks/points/scroll HTTP/1.1" 200 83 "-" "python-client/1.17.1 python/3.11.9" 0.005599
2026-05-25T07:33:45.399459Z  INFO actix_web::middleware::logger: 127.0.0.1 "POST /collections/local_life_hybrid_chunks/points/query HTTP/1.1" 200 64 "-" "python-client/1.17.1 python/3.11.9" 0.010394
2026-05-25T07:34:02.630378Z  INFO actix_web::middleware::logger: 127.0.0.1 "POST /collections/local_life_hybrid_chunks/points/query HTTP/1.1" 200 64 "-" "python-client/1.17.1 python/3.11.9" 0.025059
2026-05-25T07:34:02.661408Z  INFO actix_web::middleware::logger: 127.0.0.1 "POST /collections/local_life_hybrid_chunks/points/scroll HTTP/1.1" 200 83 "-" "python-client/1.17.1 python/3.11.9" 0.005922
2026-05-25T07:34:03.681855Z  INFO actix_web::middleware::logger: 127.0.0.1 "POST /collections/local_life_hybrid_chunks/points/query HTTP/1.1" 200 64 "-" "python-client/1.17.1 python/3.11.9" 0.024824
2026-05-25T07:34:21.030728Z  INFO actix_web::middleware::logger: 127.0.0.1 "POST /collections/local_life_hybrid_chunks/points/query HTTP/1.1" 200 64 "-" "python-client/1.17.1 python/3.11.9" 0.008946
2026-05-25T07:34:21.043152Z  INFO actix_web::middleware::logger: 127.0.0.1 "POST /collections/local_life_hybrid_chunks/points/scroll HTTP/1.1" 200 82 "-" "python-client/1.17.1 python/3.11.9" 0.006360
2026-05-25T07:34:22.966101Z  INFO actix_web::middleware::logger: 127.0.0.1 "POST /collections/local_life_hybrid_chunks/points/query HTTP/1.1" 200 64 "-" "python-client/1.17.1 python/3.11.9" 0.008076
2026-05-25T07:34:25.640617Z  INFO actix_web::middleware::logger: 127.0.0.1 "POST /collections/local_life_hybrid_chunks/points/query HTTP/1.1" 200 64 "-" "python-client/1.17.1 python/3.11.9" 0.004774
2026-05-25T07:34:25.659667Z  INFO actix_web::middleware::logger: 127.0.0.1 "POST /collections/local_life_hybrid_chunks/points/query HTTP/1.1" 200 64 "-" "python-client/1.17.1 python/3.11.9" 0.005620
2026-05-25T07:34:41.662388Z  INFO actix_web::middleware::logger: 127.0.0.1 "POST /collections/local_life_hybrid_chunks/points/query HTTP/1.1" 200 64 "-" "python-client/1.17.1 python/3.11.9" 0.008851
2026-05-25T07:34:41.674632Z  INFO actix_web::middleware::logger: 127.0.0.1 "POST /collections/local_life_hybrid_chunks/points/scroll HTTP/1.1" 200 82 "-" "python-client/1.17.1 python/3.11.9" 0.005592
2026-05-25T07:34:41.729855Z  INFO actix_web::middleware::logger: 127.0.0.1 "POST /collections/local_life_hybrid_chunks/points/query HTTP/1.1" 200 64 "-" "python-client/1.17.1 python/3.11.9" 0.025019
2026-05-25T07:34:41.760437Z  INFO actix_web::middleware::logger: 127.0.0.1 "POST /collections/local_life_hybrid_chunks/points/scroll HTTP/1.1" 200 83 "-" "python-client/1.17.1 python/3.11.9" 0.006157
2026-05-25T07:36:53.658086Z  INFO actix_web::middleware::logger: 127.0.0.1 "POST /collections/local_life_hybrid_chunks/points/query HTTP/1.1" 200 64 "-" "python-client/1.17.1 python/3.11.9" 0.011012
2026-05-25T07:36:53.673560Z  INFO actix_web::middleware::logger: 127.0.0.1 "POST /collections/local_life_hybrid_chunks/points/query HTTP/1.1" 200 64 "-" "python-client/1.17.1 python/3.11.9" 0.012845
2026-05-25T07:36:53.726945Z  INFO actix_web::middleware::logger: 127.0.0.1 "POST /collections/local_life_hybrid_chunks/points/scroll HTTP/1.1" 200 83 "-" "python-client/1.17.1 python/3.11.9" 0.005445
2026-05-25T07:36:53.767071Z  INFO actix_web::middleware::logger: 127.0.0.1 "POST /collections/local_life_hybrid_chunks/points/query HTTP/1.1" 200 64 "-" "python-client/1.17.1 python/3.11.9" 0.007535
2026-05-25T07:36:53.779957Z  INFO actix_web::middleware::logger: 127.0.0.1 "POST /collections/local_life_hybrid_chunks/points/scroll HTTP/1.1" 200 82 "-" "python-client/1.17.1 python/3.11.9" 0.005435
2026-05-25T07:37:03.748984Z  INFO actix_web::middleware::logger: 127.0.0.1 "POST /collections/local_life_hybrid_chunks/points/query HTTP/1.1" 200 64 "-" "python-client/1.17.1 python/3.11.9" 0.044664
2026-05-25T07:37:03.757419Z  INFO actix_web::middleware::logger: 127.0.0.1 "POST /collections/local_life_hybrid_chunks/points/query HTTP/1.1" 200 64 "-" "python-client/1.17.1 python/3.11.9" 0.004332
2026-05-25T07:37:03.775857Z  INFO actix_web::middleware::logger: 127.0.0.1 "POST /collections/local_life_hybrid_chunks/points/scroll HTTP/1.1" 200 82 "-" "python-client/1.17.1 python/3.11.9" 0.001514
2026-05-25T07:37:05.709441Z  INFO actix_web::middleware::logger: 127.0.0.1 "POST /collections/local_life_hybrid_chunks/points/query HTTP/1.1" 200 64 "-" "python-client/1.17.1 python/3.11.9" 0.005076
2026-05-25T07:37:07.124837Z  INFO actix_web::middleware::logger: 127.0.0.1 "POST /collections/local_life_hybrid_chunks/points/query HTTP/1.1" 200 64 "-" "python-client/1.17.1 python/3.11.9" 0.006541
2026-05-25T07:37:07.157483Z  INFO actix_web::middleware::logger: 127.0.0.1 "POST /collections/local_life_hybrid_chunks/points/scroll HTTP/1.1" 200 82 "-" "python-client/1.17.1 python/3.11.9" 0.002237
2026-05-25T07:37:07.208836Z  INFO actix_web::middleware::logger: 127.0.0.1 "POST /collections/local_life_hybrid_chunks/points/query HTTP/1.1" 200 64 "-" "python-client/1.17.1 python/3.11.9" 0.020799
2026-05-25T07:37:07.241059Z  INFO actix_web::middleware::logger: 127.0.0.1 "POST /collections/local_life_hybrid_chunks/points/scroll HTTP/1.1" 200 82 "-" "python-client/1.17.1 python/3.11.9" 0.002672
2026-05-25T07:37:08.444831Z  INFO actix_web::middleware::logger: 127.0.0.1 "POST /collections/local_life_hybrid_chunks/points/query HTTP/1.1" 200 64 "-" "python-client/1.17.1 python/3.11.9" 0.005005
2026-05-25T07:37:08.454062Z  INFO actix_web::middleware::logger: 127.0.0.1 "POST /collections/local_life_hybrid_chunks/points/scroll HTTP/1.1" 200 82 "-" "python-client/1.17.1 python/3.11.9" 0.002447
2026-05-25T07:37:08.525824Z  INFO actix_web::middleware::logger: 127.0.0.1 "POST /collections/local_life_hybrid_chunks/points/query HTTP/1.1" 200 64 "-" "python-client/1.17.1 python/3.11.9" 0.021794
2026-05-25T07:37:08.534369Z  INFO actix_web::middleware::logger: 127.0.0.1 "POST /collections/local_life_hybrid_chunks/points/scroll HTTP/1.1" 200 82 "-" "python-client/1.17.1 python/3.11.9" 0.001600
2026-05-25T07:37:08.929498Z  INFO actix_web::middleware::logger: 127.0.0.1 "POST /collections/local_life_hybrid_chunks/points/query HTTP/1.1" 200 64 "-" "python-client/1.17.1 python/3.11.9" 0.004744
2026-05-25T07:37:08.966824Z  INFO actix_web::middleware::logger: 127.0.0.1 "POST /collections/local_life_hybrid_chunks/points/query HTTP/1.1" 200 64 "-" "python-client/1.17.1 python/3.11.9" 0.003704
2026-05-25T07:37:23.743972Z  INFO actix_web::middleware::logger: 127.0.0.1 "POST /collections/local_life_hybrid_chunks/points/query HTTP/1.1" 200 64 "-" "python-client/1.17.1 python/3.11.9" 0.006175
2026-05-25T07:37:23.793471Z  INFO actix_web::middleware::logger: 127.0.0.1 "POST /collections/local_life_hybrid_chunks/points/query HTTP/1.1" 200 64 "-" "python-client/1.17.1 python/3.11.9" 0.004653
2026-05-25T07:37:40.409689Z  INFO actix_web::middleware::logger: 127.0.0.1 "POST /collections/local_life_hybrid_chunks/points/query HTTP/1.1" 200 64 "-" "python-client/1.17.1 python/3.11.9" 0.020657
2026-05-25T07:37:40.439388Z  INFO actix_web::middleware::logger: 127.0.0.1 "POST /collections/local_life_hybrid_chunks/points/scroll HTTP/1.1" 200 83 "-" "python-client/1.17.1 python/3.11.9" 0.002304
2026-05-25T07:37:40.481586Z  INFO actix_web::middleware::logger: 127.0.0.1 "POST /collections/local_life_hybrid_chunks/points/query HTTP/1.1" 200 64 "-" "python-client/1.17.1 python/3.11.9" 0.004458
2026-05-25T07:37:40.503038Z  INFO actix_web::middleware::logger: 127.0.0.1 "POST /collections/local_life_hybrid_chunks/points/scroll HTTP/1.1" 200 82 "-" "python-client/1.17.1 python/3.11.9" 0.001840
2026-05-25T07:37:40.580794Z  INFO actix_web::middleware::logger: 127.0.0.1 "POST /collections/local_life_hybrid_chunks/points/query HTTP/1.1" 200 64 "-" "python-client/1.17.1 python/3.11.9" 0.007937
2026-05-25T07:37:40.581327Z  INFO actix_web::middleware::logger: 127.0.0.1 "POST /collections/local_life_hybrid_chunks/points/query HTTP/1.1" 200 64 "-" "python-client/1.17.1 python/3.11.9" 0.008555
2026-05-25T07:37:40.628051Z  INFO actix_web::middleware::logger: 127.0.0.1 "POST /collections/local_life_hybrid_chunks/points/scroll HTTP/1.1" 200 82 "-" "python-client/1.17.1 python/3.11.9" 0.005931
2026-05-25T07:37:40.678325Z  INFO actix_web::middleware::logger: 127.0.0.1 "POST /collections/local_life_hybrid_chunks/points/query HTTP/1.1" 200 62 "-" "python-client/1.17.1 python/3.11.9" 0.008630
2026-05-25T07:37:40.699767Z  INFO actix_web::middleware::logger: 127.0.0.1 "POST /collections/local_life_hybrid_chunks/points/scroll HTTP/1.1" 200 88 "-" "python-client/1.17.1 python/3.11.9" 0.004157
2026-05-25T07:37:48.767768Z  INFO actix_web::middleware::logger: 127.0.0.1 "POST /collections/local_life_hybrid_chunks/points/query HTTP/1.1" 200 64 "-" "python-client/1.17.1 python/3.11.9" 0.004721
2026-05-25T07:37:48.792356Z  INFO actix_web::middleware::logger: 127.0.0.1 "POST /collections/local_life_hybrid_chunks/points/query HTTP/1.1" 200 64 "-" "python-client/1.17.1 python/3.11.9" 0.006183
2026-05-25T07:37:48.826083Z  INFO actix_web::middleware::logger: 127.0.0.1 "POST /collections/local_life_hybrid_chunks/points/scroll HTTP/1.1" 200 88 "-" "python-client/1.17.1 python/3.11.9" 0.005462
2026-05-25T07:37:53.127562Z  INFO actix_web::middleware::logger: 127.0.0.1 "POST /collections/local_life_hybrid_chunks/points/query HTTP/1.1" 200 64 "-" "python-client/1.17.1 python/3.11.9" 0.022296
2026-05-25T07:38:04.079221Z  INFO actix_web::middleware::logger: 127.0.0.1 "POST /collections/local_life_hybrid_chunks/points/query HTTP/1.1" 200 64 "-" "python-client/1.17.1 python/3.11.9" 0.009093
2026-05-25T07:38:04.109625Z  INFO actix_web::middleware::logger: 127.0.0.1 "POST /collections/local_life_hybrid_chunks/points/scroll HTTP/1.1" 200 82 "-" "python-client/1.17.1 python/3.11.9" 0.006402
2026-05-25T07:38:04.176979Z  INFO actix_web::middleware::logger: 127.0.0.1 "POST /collections/local_life_hybrid_chunks/points/query HTTP/1.1" 200 64 "-" "python-client/1.17.1 python/3.11.9" 0.022605
2026-05-25T07:38:04.188742Z  INFO actix_web::middleware::logger: 127.0.0.1 "POST /collections/local_life_hybrid_chunks/points/scroll HTTP/1.1" 200 83 "-" "python-client/1.17.1 python/3.11.9" 0.005264
2026-05-25T07:38:07.530085Z  INFO actix_web::middleware::logger: 127.0.0.1 "POST /collections/local_life_hybrid_chunks/points/query HTTP/1.1" 200 64 "-" "python-client/1.17.1 python/3.11.9" 0.007796
2026-05-25T07:38:11.932544Z  INFO actix_web::middleware::logger: 127.0.0.1 "POST /collections/local_life_hybrid_chunks/points/query HTTP/1.1" 200 64 "-" "python-client/1.17.1 python/3.11.9" 0.007506
2026-05-25T07:38:12.679106Z  INFO actix_web::middleware::logger: 127.0.0.1 "POST /collections/local_life_hybrid_chunks/points/query HTTP/1.1" 200 64 "-" "python-client/1.17.1 python/3.11.9" 0.009435
2026-05-25T07:38:12.764244Z  INFO actix_web::middleware::logger: 127.0.0.1 "POST /collections/local_life_hybrid_chunks/points/query HTTP/1.1" 200 64 "-" "python-client/1.17.1 python/3.11.9" 0.009296
2026-05-25T07:38:20.762930Z  INFO actix_web::middleware::logger: 127.0.0.1 "POST /collections/local_life_hybrid_chunks/points/query HTTP/1.1" 200 64 "-" "python-client/1.17.1 python/3.11.9" 0.007701
2026-05-25T07:38:20.793342Z  INFO actix_web::middleware::logger: 127.0.0.1 "POST /collections/local_life_hybrid_chunks/points/scroll HTTP/1.1" 200 83 "-" "python-client/1.17.1 python/3.11.9" 0.007177
2026-05-25T07:38:20.829958Z  INFO actix_web::middleware::logger: 127.0.0.1 "POST /collections/local_life_hybrid_chunks/points/query HTTP/1.1" 200 64 "-" "python-client/1.17.1 python/3.11.9" 0.007931
2026-05-25T07:38:20.841409Z  INFO actix_web::middleware::logger: 127.0.0.1 "POST /collections/local_life_hybrid_chunks/points/scroll HTTP/1.1" 200 81 "-" "python-client/1.17.1 python/3.11.9" 0.005240
2026-05-25T07:38:20.898175Z  INFO actix_web::middleware::logger: 127.0.0.1 "POST /collections/local_life_hybrid_chunks/points/query HTTP/1.1" 200 64 "-" "python-client/1.17.1 python/3.11.9" 0.007813
2026-05-25T07:38:20.911654Z  INFO actix_web::middleware::logger: 127.0.0.1 "POST /collections/local_life_hybrid_chunks/points/scroll HTTP/1.1" 200 82 "-" "python-client/1.17.1 python/3.11.9" 0.004938
2026-05-25T07:38:20.962129Z  INFO actix_web::middleware::logger: 127.0.0.1 "POST /collections/local_life_hybrid_chunks/points/query HTTP/1.1" 200 63 "-" "python-client/1.17.1 python/3.11.9" 0.017941
2026-05-25T07:38:20.984496Z  INFO actix_web::middleware::logger: 127.0.0.1 "POST /collections/local_life_hybrid_chunks/points/scroll HTTP/1.1" 200 83 "-" "python-client/1.17.1 python/3.11.9" 0.004087
2026-05-25T07:39:59.890593Z  INFO actix_web::middleware::logger: 127.0.0.1 "GET /collections/user_semantic_memory/exists HTTP/1.1" 200 67 "-" "python-client/1.17.1 python/3.11.9" 0.001355
2026-05-25T07:39:59.905606Z  INFO actix_web::middleware::logger: 127.0.0.1 "GET /collections/local_life_hybrid_chunks/exists HTTP/1.1" 200 66 "-" "python-client/1.17.1 python/3.11.9" 0.000802
2026-05-25T07:39:59.921583Z  INFO actix_web::middleware::logger: 127.0.0.1 "POST /collections/local_life_hybrid_chunks/points/count HTTP/1.1" 200 64 "-" "python-client/1.17.1 python/3.11.9" 0.001929
2026-05-25T07:39:59.940361Z  INFO actix_web::middleware::logger: 127.0.0.1 "GET /collections/local_life_hybrid_chunks HTTP/1.1" 200 804 "-" "python-client/1.17.1 python/3.11.9" 0.002882
2026-05-25T07:39:59.947018Z  INFO actix_web::middleware::logger: 127.0.0.1 "GET /collections/local_life_parent_child_chunks/exists HTTP/1.1" 200 66 "-" "python-client/1.17.1 python/3.11.9" 0.000748
2026-05-25T07:39:59.972623Z  INFO actix_web::middleware::logger: 127.0.0.1 "POST /collections/local_life_parent_child_chunks/points/count HTTP/1.1" 200 63 "-" "python-client/1.17.1 python/3.11.9" 0.001194
2026-05-25T07:39:59.989348Z  INFO actix_web::middleware::logger: 127.0.0.1 "GET /collections/local_life_parent_child_chunks HTTP/1.1" 200 801 "-" "python-client/1.17.1 python/3.11.9" 0.002844
2026-05-25T07:40:07.222672Z  INFO actix_web::middleware::logger: 127.0.0.1 "GET /collections/user_semantic_memory/exists HTTP/1.1" 200 67 "-" "python-client/1.17.1 python/3.11.9" 0.000735
2026-05-25T07:40:07.647903Z  INFO actix_web::middleware::logger: 127.0.0.1 "POST /collections/local_life_hybrid_chunks/points/scroll HTTP/1.1" 200 42774 "-" "python-client/1.17.1 python/3.11.9" 0.011628
2026-05-25T07:40:07.685356Z  INFO actix_web::middleware::logger: 127.0.0.1 "POST /collections/local_life_hybrid_chunks/points/scroll HTTP/1.1" 200 42945 "-" "python-client/1.17.1 python/3.11.9" 0.011663
2026-05-25T07:40:07.732697Z  INFO actix_web::middleware::logger: 127.0.0.1 "POST /collections/local_life_hybrid_chunks/points/scroll HTTP/1.1" 200 33459 "-" "python-client/1.17.1 python/3.11.9" 0.008804
2026-05-25T07:40:07.773734Z  INFO actix_web::middleware::logger: 127.0.0.1 "GET /collections/local_life_hybrid_chunks HTTP/1.1" 200 824 "-" "python-client/1.17.1 python/3.11.9" 0.004660
2026-05-25T07:40:07.807083Z  INFO actix_web::middleware::logger: 127.0.0.1 "GET /collections/local_life_hybrid_chunks HTTP/1.1" 200 827 "-" "python-client/1.17.1 python/3.11.9" 0.003407
2026-05-25T07:40:08.757540Z  INFO actix_web::middleware::logger: 127.0.0.1 "GET /collections/local_life_parent_child_chunks HTTP/1.1" 200 814 "-" "python-client/1.17.1 python/3.11.9" 0.002860
2026-05-25T07:40:15.051857Z  INFO actix_web::middleware::logger: 127.0.0.1 "POST /collections/local_life_hybrid_chunks/points/query HTTP/1.1" 200 64 "-" "python-client/1.17.1 python/3.11.9" 0.008244
2026-05-25T07:40:15.062447Z  INFO actix_web::middleware::logger: 127.0.0.1 "POST /collections/local_life_hybrid_chunks/points/query HTTP/1.1" 200 63 "-" "python-client/1.17.1 python/3.11.9" 0.008052
2026-05-25T07:40:15.105211Z  INFO actix_web::middleware::logger: 127.0.0.1 "POST /collections/local_life_hybrid_chunks/points/scroll HTTP/1.1" 200 83 "-" "python-client/1.17.1 python/3.11.9" 0.004984
2026-05-25T07:40:15.165844Z  INFO actix_web::middleware::logger: 127.0.0.1 "POST /collections/local_life_hybrid_chunks/points/query HTTP/1.1" 200 64 "-" "python-client/1.17.1 python/3.11.9" 0.027635
2026-05-25T07:40:15.178408Z  INFO actix_web::middleware::logger: 127.0.0.1 "POST /collections/local_life_hybrid_chunks/points/scroll HTTP/1.1" 200 82 "-" "python-client/1.17.1 python/3.11.9" 0.005556
2026-05-25T07:40:20.639267Z  INFO actix_web::middleware::logger: 127.0.0.1 "POST /collections/local_life_hybrid_chunks/points/query HTTP/1.1" 200 64 "-" "python-client/1.17.1 python/3.11.9" 0.010697
2026-05-25T07:40:20.640079Z  INFO actix_web::middleware::logger: 127.0.0.1 "POST /collections/local_life_hybrid_chunks/points/query HTTP/1.1" 200 64 "-" "python-client/1.17.1 python/3.11.9" 0.006468
2026-05-25T07:40:20.678860Z  INFO actix_web::middleware::logger: 127.0.0.1 "POST /collections/local_life_hybrid_chunks/points/scroll HTTP/1.1" 200 88 "-" "python-client/1.17.1 python/3.11.9" 0.005433
2026-05-25T07:40:20.750171Z  INFO actix_web::middleware::logger: 127.0.0.1 "POST /collections/local_life_hybrid_chunks/points/query HTTP/1.1" 200 64 "-" "python-client/1.17.1 python/3.11.9" 0.029639
2026-05-25T07:40:20.763930Z  INFO actix_web::middleware::logger: 127.0.0.1 "POST /collections/local_life_hybrid_chunks/points/scroll HTTP/1.1" 200 82 "-" "python-client/1.17.1 python/3.11.9" 0.005383
2026-05-25T07:40:22.730031Z  INFO actix_web::middleware::logger: 127.0.0.1 "POST /collections/local_life_hybrid_chunks/points/query HTTP/1.1" 200 64 "-" "python-client/1.17.1 python/3.11.9" 0.009153
2026-05-25T07:40:22.775500Z  INFO actix_web::middleware::logger: 127.0.0.1 "POST /collections/local_life_hybrid_chunks/points/query HTTP/1.1" 200 64 "-" "python-client/1.17.1 python/3.11.9" 0.007112
2026-05-25T07:40:22.811226Z  INFO actix_web::middleware::logger: 127.0.0.1 "POST /collections/local_life_hybrid_chunks/points/query HTTP/1.1" 200 63 "-" "python-client/1.17.1 python/3.11.9" 0.004938
2026-05-25T07:40:22.843036Z  INFO actix_web::middleware::logger: 127.0.0.1 "POST /collections/local_life_hybrid_chunks/points/query HTTP/1.1" 200 64 "-" "python-client/1.17.1 python/3.11.9" 0.006943
2026-05-25T07:40:22.895024Z  INFO actix_web::middleware::logger: 127.0.0.1 "POST /collections/local_life_hybrid_chunks/points/query HTTP/1.1" 200 64 "-" "python-client/1.17.1 python/3.11.9" 0.021442
2026-05-25T07:40:43.613990Z  INFO actix_web::middleware::logger: 127.0.0.1 "POST /collections/local_life_hybrid_chunks/points/query HTTP/1.1" 200 64 "-" "python-client/1.17.1 python/3.11.9" 0.009517
2026-05-25T07:40:43.644750Z  INFO actix_web::middleware::logger: 127.0.0.1 "POST /collections/local_life_hybrid_chunks/points/scroll HTTP/1.1" 200 82 "-" "python-client/1.17.1 python/3.11.9" 0.005465
2026-05-25T07:40:43.696151Z  INFO actix_web::middleware::logger: 127.0.0.1 "POST /collections/local_life_hybrid_chunks/points/query HTTP/1.1" 200 64 "-" "python-client/1.17.1 python/3.11.9" 0.008033
2026-05-25T07:40:43.727900Z  INFO actix_web::middleware::logger: 127.0.0.1 "POST /collections/local_life_hybrid_chunks/points/scroll HTTP/1.1" 200 88 "-" "python-client/1.17.1 python/3.11.9" 0.004913
2026-05-25T07:40:43.781691Z  INFO actix_web::middleware::logger: 127.0.0.1 "POST /collections/local_life_hybrid_chunks/points/query HTTP/1.1" 200 64 "-" "python-client/1.17.1 python/3.11.9" 0.008127
2026-05-25T07:40:43.811342Z  INFO actix_web::middleware::logger: 127.0.0.1 "POST /collections/local_life_hybrid_chunks/points/scroll HTTP/1.1" 200 83 "-" "python-client/1.17.1 python/3.11.9" 0.006094
2026-05-25T07:40:43.851642Z  INFO actix_web::middleware::logger: 127.0.0.1 "POST /collections/local_life_hybrid_chunks/points/query HTTP/1.1" 200 64 "-" "python-client/1.17.1 python/3.11.9" 0.007639
2026-05-25T07:40:43.862840Z  INFO actix_web::middleware::logger: 127.0.0.1 "POST /collections/local_life_hybrid_chunks/points/scroll HTTP/1.1" 200 88 "-" "python-client/1.17.1 python/3.11.9" 0.004838
2026-05-25T07:40:43.915034Z  INFO actix_web::middleware::logger: 127.0.0.1 "POST /collections/local_life_hybrid_chunks/points/query HTTP/1.1" 200 64 "-" "python-client/1.17.1 python/3.11.9" 0.026283
2026-05-25T07:40:43.944829Z  INFO actix_web::middleware::logger: 127.0.0.1 "POST /collections/local_life_hybrid_chunks/points/scroll HTTP/1.1" 200 83 "-" "python-client/1.17.1 python/3.11.9" 0.006538
2026-05-25T07:40:44.031456Z  INFO actix_web::middleware::logger: 127.0.0.1 "POST /collections/local_life_hybrid_chunks/points/query HTTP/1.1" 200 64 "-" "python-client/1.17.1 python/3.11.9" 0.007280
2026-05-25T07:40:44.042292Z  INFO actix_web::middleware::logger: 127.0.0.1 "POST /collections/local_life_hybrid_chunks/points/query HTTP/1.1" 200 62 "-" "python-client/1.17.1 python/3.11.9" 0.018062
2026-05-25T07:40:44.045900Z  INFO actix_web::middleware::logger: 127.0.0.1 "POST /collections/local_life_hybrid_chunks/points/scroll HTTP/1.1" 200 83 "-" "python-client/1.17.1 python/3.11.9" 0.004598
2026-05-25T07:40:44.090887Z  INFO actix_web::middleware::logger: 127.0.0.1 "POST /collections/local_life_hybrid_chunks/points/query HTTP/1.1" 200 63 "-" "python-client/1.17.1 python/3.11.9" 0.006526
2026-05-25T07:40:44.126990Z  INFO actix_web::middleware::logger: 127.0.0.1 "POST /collections/local_life_hybrid_chunks/points/scroll HTTP/1.1" 200 83 "-" "python-client/1.17.1 python/3.11.9" 0.005409
2026-05-25T07:40:59.942708Z  INFO actix_web::middleware::logger: 127.0.0.1 "POST /collections/local_life_hybrid_chunks/points/query HTTP/1.1" 200 64 "-" "python-client/1.17.1 python/3.11.9" 0.005699
2026-05-25T07:40:59.943173Z  INFO actix_web::middleware::logger: 127.0.0.1 "POST /collections/local_life_hybrid_chunks/points/query HTTP/1.1" 200 64 "-" "python-client/1.17.1 python/3.11.9" 0.005660
2026-05-25T07:40:59.957632Z  INFO actix_web::middleware::logger: 127.0.0.1 "POST /collections/local_life_hybrid_chunks/points/scroll HTTP/1.1" 200 83 "-" "python-client/1.17.1 python/3.11.9" 0.002205
